Sl. No.,State,District,Block,Village,TYPE,SOURCE,Site_Name,Latitude,Longitude,Well Depth,Aquifier,Level Depth Ratio,Pre_2015,Pst_2015,Pre_2016,Pst_2016,Pre_2017,Pst_2017,Pre_2018,Pst_2018,Pre_2019,Pst_2019,Final Count,Pre Diff 19 15,Pst Diff 19 15,Diff 2015,Diff 2016,Diff 2017,Diff 2018,Diff 2019,Avg Diff,Avg Pre,Avg Post ,Avg Level,Sign Diff 15,Sign Diff 16,Sign Diff 17,Sign Diff 18,Sign Diff 19,Sum Signed Diff
2387,Rajasthan,Dausa,Baijupada,LOTWARA,Piezometers,SGWB,,27.00613889,76.74313889,,,,,,46.8,45.75,46.4,48.75,50.9,45.56,47.4,47.2,8,,,,-1.05,2.35,-5.34,-0.2,-1.06,47.88,46.82,47.35,0,-1,1,-1,-1,-2
2388,Rajasthan,Dausa,Baswa,BASWA,Piezometers,SGWB,,27.14583333,76.575,,,,42.1,42.8,43.6,38.6,40.1,40.3,41.9,40.07,43.8,40.1,10,1.7,-2.7,0.7,-5,0.2,-1.83,-3.7,-1.93,42.30,40.37,41.34,1,-1,1,-1,-1,-1
2389,Rajasthan,Dausa,Baswa,GUDHA KATLA,Piezometers,SGWB,,27.05888889,76.48194444,,,,25.9,26.1,28.1,25.2,27.8,27.1,28.1,27.92,29.4,25.05,10,3.5,-1.05,0.2,-2.9,-0.7,-0.18,-4.35,-1.59,27.86,26.27,27.07,1,-1,-1,-1,-1,-3
2390,Rajasthan,Dausa,Baswa,LILOZ (LEELOJ),Piezometers,SGWB,,27.0825,76.61666667,,,,36.1,36.8,38.3,30.7,38.1,35.5,38.75,36.78,41.9,37.8,10,5.8,1,0.7,-7.6,-2.6,-1.97,-4.1,-3.11,38.63,35.52,37.07,1,-1,-1,-1,-1,-3
2391,Rajasthan,Dausa,Baswa,PHULELA(FULELA),Piezometers,SGWB,,27.11333333,76.54861111,,,,38.8,40.5,39.3,33.75,39.3,39.7,40.5,40.25,41,39.1,10,2.2,-1.4,1.7,-5.55,0.4,-0.25,-1.9,-1.12,39.78,38.66,39.22,1,-1,1,-1,-1,-1
2392,Rajasthan,Dausa,Baswa,UPRERA(Upreda),Piezometers,SGWB,,27.13555556,76.59361111,,,,26,27.3,28.9,27.6,26.8,28.1,32.2,32.38,33,31.55,10,7,4.25,1.3,-1.3,1.3,0.18,-1.45,0.01,29.38,29.39,29.38,1,-1,1,1,-1,1
2393,Rajasthan,Dausa,Lawan,JIROTA KHURD,Piezometers,SGWB,,26.88888889,76.27111111,,,,22.9,24.2,32.3,21.4,24.9,30.02,36.4,35.86,40.3,40.1,10,17.4,15.9,1.3,-10.9,5.12,-0.54,-0.2,-1.04,31.36,30.32,30.84,1,-1,1,-1,-1,-1
2394,Rajasthan,Dausa,Lawan,BANIYANA,Piezometers,SGWB,,26.80888889,76.3,,,,10.1,10,13.6,7.1,13.1,11.38,11.77,11.74,11.9,8.3,10,1.8,-1.7,-0.1,-6.5,-1.72,-0.03,-3.6,-2.39,12.09,9.70,10.90,-1,-1,-1,-1,-1,-5
2395,Rajasthan,Dausa,Lawan,MALARANA,Piezometers,SGWB,,26.85694444,76.01111111,,,,25.8,25.5,25.9,25.2,26,26.08,26.9,26.2,28.2,26.8,10,2.4,1.3,-0.3,-0.7,0.08,-0.7,-1.4,-0.60,26.56,25.96,26.26,-1,-1,1,-1,-1,-3
2396,Rajasthan,Dausa,Lawan,BHANDANA,Piezometers,SGWB,,26.89638889,76.25722222,,,,22.9,25.9,26.4,25.4,,,,27.05,27.7,27.45,10,4.8,1.55,3,-1,,,-0.25,0.58,25.67,26.45,26.11,1,-1,0,0,-1,-1
2397,Rajasthan,Dausa,Nangal Rajawtan,ALUDA,Piezometers,SGWB,,26.82277778,76.3825,,,,13.9,14.4,15.6,11,15.9,16.2,17,15.91,17.55,15.65,10,3.65,1.25,0.5,-4.6,0.3,-1.09,-1.9,-1.36,15.99,14.63,15.31,1,-1,1,-1,-1,-1
2398,Rajasthan,Dausa,Nangal Rajawtan,PAPARDA,Piezometers,SGWB,,26.78472222,76.4325,,,,15.2,14.8,15.45,15,14.9,15.26,16.1,15.5,16.5,15.75,10,1.3,0.95,-0.4,-0.45,0.36,-0.6,-0.75,-0.37,15.63,15.26,15.45,-1,-1,1,-1,-1,-3
2399,Rajasthan,Dausa,Nangal Rajawtan,RAM SINGHPURA (MALWAS),Piezometers,SGWB,,26.69305556,76.30277778,,,,39.9,38.1,39.1,38.2,39.2,38.84,39.55,39.32,40.5,40.2,10,0.6,2.1,-1.8,-0.9,-0.36,-0.23,-0.3,-0.72,39.65,38.93,39.29,-1,-1,-1,-1,-1,-5
2400,Rajasthan,Dausa,Sikandra,CHOKARWARA,Piezometers,SGWB,,26.92138889,76.57583333,,,,35.6,35.95,37.8,35.5,37.1,38.4,40.2,39.89,41.4,41.1,10,5.8,5.15,0.35,-2.3,1.3,-0.31,-0.3,-0.25,38.42,38.17,38.29,1,-1,1,-1,-1,-1
2401,Rajasthan,Dausa,Sikandra,DEORI(DEVARI),Piezometers,SGWB,,26.85221944,76.50278056,,,,19.5,21.3,21.8,18.25,22.35,23.6,25.5,21.3,26.1,17.1,10,6.6,-4.2,1.8,-3.55,1.25,-4.2,-9,-2.74,23.05,20.31,21.68,1,-1,1,-1,-1,-1
2402,Rajasthan,Dausa,Sikandra,DUBBI,Piezometers,SGWB,,26.93333333,76.5275,,,,35.7,37.2,39.4,38.85,40.3,51,42.4,41.87,43.6,41.7,10,7.9,4.5,1.5,-0.55,10.7,-0.53,-1.9,1.84,40.28,42.12,41.20,1,-1,1,-1,-1,-1
2403,Rajasthan,Sawai Madhopur,Chauth Ka Barwara,Kushtala,Piezometers,SGWB,,25.97183333,76.29497222,,,,,,21.3,13.2,28.2,34.5,45.7,45.2,40.12,24.19,8,,,,-8.1,6.3,-0.5,-15.93,-4.56,33.83,29.27,31.55,0,-1,1,-1,-1,-2
2404,Rajasthan,Sawai Madhopur,Chauth Ka Barwara,Rawajana Chaur,Piezometers,SGWB,,25.91791667,76.277,,,,,,18.4,13.8,24.2,21.9,25,22.7,29,2.56,8,,,,-4.6,-2.3,-2.3,-26.44,-8.91,24.15,15.24,19.70,0,-1,-1,-1,-1,-4
2405,Rajasthan,Sikar,Ajeethgarh,,Piezometers,SGWB,,27.41260833,75.83970278,,,,,,38.99,35.25,40.63,41.55,44.05,46.59,48.38,48.93,8,,,,-3.74,0.92,2.54,0.55,0.07,43.01,43.08,43.05,0,-1,1,1,1,2
2406,Rajasthan,Sikar,Ajeethgarh,,Piezometers,SGWB,,27.50366667,75.91161111,,,,,,28.1,25.7,26.28,24.48,27.5,24.2,24.22,22.1,8,,,,-2.4,-1.8,-3.3,-2.12,-2.41,26.53,24.12,25.32,0,-1,-1,-1,-1,-4
2407,Rajasthan,Sikar,Ajeethgarh,,Dug wells,SGWB,,27.57074722,75.83401667,,,,,,21.83,19.1,17.9,16.4,20.15,18.92,19.87,10.83,8,,,,-2.73,-1.5,-1.23,-9.04,-3.63,19.94,16.31,18.13,0,-1,-1,-1,-1,-4
2408,Rajasthan,Sikar,Ajeethgarh,,Piezometers,SGWB,,27.40427778,75.75547222,,,,,,68.56,65.6,63.32,63.64,66.28,68.18,72.3,70.88,8,,,,-2.96,0.32,1.9,-1.42,-0.54,67.62,67.08,67.35,0,-1,1,1,-1,0
2409,Rajasthan,Sikar,Ajeethgarh,,Piezometers,SGWB,,27.50472222,75.86016667,,,,,,21.15,19.2,18.75,19.57,22.3,17.95,21.71,17.03,8,,,,-1.95,0.82,-4.35,-4.68,-2.54,20.98,18.44,19.71,0,-1,1,-1,-1,-2
2410,Rajasthan,Sikar,Ajeethgarh,,Piezometers,SGWB,,27.53227778,75.89411111,,,,,,27.3,13.6,19.07,20.22,22.88,15.55,22.4,14.3,8,,,,-13.7,1.15,-7.33,-8.1,-7.00,22.91,15.92,19.42,0,-1,1,-1,-1,-2
2411,Rajasthan,Sikar,Patan,,Dug wells,SGWB,,27.72255833,75.895225,,,,,,6.2,4.95,7.85,5.38,10.23,10.16,10.52,4.1,8,,,,-1.25,-2.47,-0.07,-6.42,-2.55,8.70,6.15,7.42,0,-1,-1,-1,-1,-4
2412,Rajasthan,Sikar,Patan,,Piezometers,SGWB,,27.8865,75.95227778,,,,,,24.2,23.5,23.59,22.74,25.18,22.38,27.22,26.11,8,,,,-0.7,-0.85,-2.8,-1.11,-1.37,25.05,23.68,24.37,0,-1,-1,-1,-1,-4
2413,Rajasthan,Ajmer,Ajmer Rural,Ajaysar,Dug wells,SGWB,,26.42380278,74.53995833,,,,,,6.05,3.15,7,5.7,5.9,6.1,8.1,2.9,8,,,,-2.9,-1.3,0.2,-5.2,-2.30,6.76,4.46,5.61,0,-1,-1,1,-1,-2
2414,Rajasthan,Ajmer,Ajmer Rural,Ajaysar,Piezometers,SGWB,,26.42610833,74.53995833,,,,,,7.25,3,6.6,4.2,6.5,5,10.5,2.7,8,,,,-4.25,-2.4,-1.5,-7.8,-3.99,7.71,3.73,5.72,0,-1,-1,-1,-1,-4
2415,Rajasthan,Ajmer,Ajmer Rural,Ajmer,Piezometers,SGWB,,26.55080833,74.57515278,,,,,,7.4,3.45,5.15,5.15,5.5,3.6,4.6,4.6,8,,,,-3.95,0,-1.9,0,-1.46,5.66,4.20,4.93,0,-1,0,-1,0,-2
2416,Rajasthan,Ajmer,Ajmer Rural,Ajmer,Piezometers,SGWB,,26.42545278,74.56913611,,,,,,4.2,4.21,3.65,3.4,2.6,5.6,5.7,0.8,8,,,,0.01,-0.25,3,-4.9,-0.54,4.04,3.50,3.77,0,1,-1,1,-1,0
2417,Rajasthan,Ajmer,Ajmer Rural,Gulab Bari,Dug wells,SGWB,,26.50114167,74.68945833,,,,,,5.15,3.02,4,3.15,4.5,3.4,5.3,2.4,8,,,,-2.13,-0.85,-1.1,-2.9,-1.75,4.74,2.99,3.87,0,-1,-1,-1,-1,-4
2418,Rajasthan,Ajmer,Ajmer Rural,Nosar,Dug wells,SGWB,,26.36356389,74.91775278,,,,,,10.2,1.75,8.1,7.9,11.1,5.3,15,2.3,8,,,,-8.45,-0.2,-5.8,-12.7,-6.79,11.10,4.31,7.71,0,-1,-1,-1,-1,-4
2419,Rajasthan,Ajmer,Ajmer Rural,Parbatpura,Dug wells,SGWB,,26.39900833,74.66324167,,,,,,12.2,5.25,10.2,4.04,16.8,5.4,13.15,8.1,8,,,,-6.95,-6.16,-11.4,-5.05,-7.39,13.09,5.70,9.39,0,-1,-1,-1,-1,-4
2420,Rajasthan,Ajmer,Ajmer Rural,Parbatpura,Piezometers,SGWB,,26.48088333,74.60985,,,,,,19.9,14,19,14.08,21.35,14.5,21.5,13.1,8,,,,-5.9,-4.92,-6.85,-8.4,-6.52,20.44,13.92,17.18,0,-1,-1,-1,-1,-4
2421,Rajasthan,Ajmer,Ajmer Rural,Aradka,Dug wells,SGWB,,26.63036111,74.72294722,,,,,,32.2,19.5,33.4,21.9,32.1,25.3,33.3,15.3,8,,,,-12.7,-11.5,-6.8,-18,-12.25,32.75,20.50,26.63,0,-1,-1,-1,-1,-4
2422,Rajasthan,Ajmer,Ajmer Rural,Babayacha,Dug wells,SGWB,,26.63506111,74.00558611,,,,,,33.5,27.1,30.3,29.7,30.15,25.3,30.5,17.1,8,,,,-6.4,-0.6,-4.85,-13.4,-6.31,31.11,24.80,27.96,0,-1,-1,-1,-1,-4
2423,Rajasthan,Ajmer,Ajmer Rural,Badlya,Dug wells,SGWB,,26.68149444,74.7336,,,,,,19.75,12.8,22.1,22.35,16.5,20.5,23.8,14.5,8,,,,-6.95,0.25,4,-9.3,-3.00,20.54,17.54,19.04,0,-1,1,1,-1,0
2424,Rajasthan,Ajmer,Ajmer Rural,Beer,Dug wells,SGWB,,26.34092778,74.71872778,,,,,,25.75,21.25,25.6,26.75,25.7,28,26.05,7.85,8,,,,-4.5,1.15,2.3,-18.2,-4.81,25.78,20.96,23.37,0,-1,1,1,-1,0
2425,Rajasthan,Ajmer,Ajmer Rural,Bhanwta,Dug wells,SGWB,,26.446325,74.46520278,,,,,,8,6.45,9,6.35,7.5,6.9,15.35,6.3,8,,,,-1.55,-2.65,-0.6,-9.05,-3.46,9.96,6.50,8.23,0,-1,-1,-1,-1,-4
2426,Rajasthan,Ajmer,Ajmer Rural,Bhawani Khera,Dug wells,SGWB,,26.37086667,74.51007778,,,,,,21.6,12.5,16.6,15.7,18.15,15.8,18.1,4.44,8,,,,-9.1,-0.9,-2.35,-13.66,-6.50,18.61,12.11,15.36,0,-1,-1,-1,-1,-4
2427,Rajasthan,Ajmer,Ajmer Rural,Bhoodol,Dug wells,SGWB,,26.390525,74.7367,,,,,,25.6,25.2,26.65,27.75,26.35,21,28.1,18.3,8,,,,-0.4,1.1,-5.35,-9.8,-3.61,26.68,23.06,24.87,0,-1,1,-1,-1,-2
2428,Rajasthan,Ajmer,Ajmer Rural,Chachiyawas,Piezometers,SGWB,,26.525325,74.80781944,,,,,,33.8,21.1,32.2,16.75,26.5,35.9,42.25,5.55,8,,,,-12.7,-15.45,9.4,-36.7,-13.86,33.69,19.83,26.76,0,-1,-1,1,-1,-2
2429,Rajasthan,Ajmer,Ajmer Rural,Balwanta,Dug wells,SGWB,,26.44671944,74.71966389,,,,,,28.1,22.16,,29.6,,,,15.3,8,,,,-5.94,,,,-5.94,28.10,22.35,23.79,0,-1,0,0,0,-1
2430,Rajasthan,Ajmer,Ajmer Rural,Gagwana,Dug wells,SGWB,,26.33595833,74.75493611,,,,,,23.8,20.9,26.1,20.7,22.2,20,24.7,15.3,8,,,,-2.9,-5.4,-2.2,-9.4,-4.98,24.20,19.23,21.71,0,-1,-1,-1,-1,-4
2431,Rajasthan,Ajmer,Ajmer Rural,Boraj Kazipura,Dug wells,SGWB,,26.59211111,74.72861111,,,,,,11.75,10.3,12.1,14.7,13.5,15,16.4,4.1,8,,,,-1.45,2.6,1.5,-12.3,-2.41,13.44,11.03,12.23,0,-1,1,1,-1,0
2432,Rajasthan,Ajmer,Ajmer Rural,Kayampura,Dug wells,SGWB,,26.405075,74.636275,,,,,,21,20.1,21.3,20,21.15,23.1,24.25,10.1,8,,,,-0.9,-1.3,1.95,-14.15,-3.60,21.93,18.33,20.13,0,-1,-1,1,-1,-2
2433,Rajasthan,Ajmer,Ajmer Rural,Kawalai,Dug wells,SGWB,,26.594,74.59147222,,,,,,29.25,29.05,29,28.95,32.7,29.1,,29.85,8,,,,-0.2,-0.05,-3.6,,-1.28,30.32,29.24,29.70,0,-1,-1,-1,0,-3
2434,Rajasthan,Ajmer,Ajmer Rural,Lohagal,Dug wells,SGWB,,26.330075,74.87346111,,,,,,21.35,19.95,20.75,20,21.1,21.9,18.6,6.45,8,,,,-1.4,-0.75,0.8,-12.15,-3.38,20.45,17.08,18.76,0,-1,-1,1,-1,-2
2435,Rajasthan,Ajmer,Ajmer Rural,Narwar,Dug wells,SGWB,,26.31187778,74.92686667,,,,,,23.4,17.2,21.2,19.1,23.5,21.4,27.7,14.05,8,,,,-6.2,-2.1,-2.1,-13.65,-6.01,23.95,17.94,20.94,0,-1,-1,-1,-1,-4
2436,Rajasthan,Ajmer,Ajmer Rural,Ramner Dhani,Dug wells,SGWB,,26.40766111,74.65788611,,,,,,26.3,18.6,22.9,21.14,24.6,20.2,24.3,16.8,8,,,,-7.7,-1.76,-4.4,-7.5,-5.34,24.53,19.19,21.86,0,-1,-1,-1,-1,-4
2437,Rajasthan,Ajmer,Ajmer Rural,Madarpura,Piezometers,SGWB,,26.25689722,74.78897778,,,,,,9.45,7.85,10.85,9,13.5,10.6,13.9,7.65,8,,,,-1.6,-1.85,-2.9,-6.25,-3.15,11.93,8.78,10.35,0,-1,-1,-1,-1,-4
2438,Rajasthan,Ajmer,Ajmer Rural,Madarpura,Dug wells,SGWB,,26.454275,74.67479167,,,,,,25.65,20.95,26.5,24.1,27.4,27,29.1,16.45,8,,,,-4.7,-2.4,-0.4,-12.65,-5.04,27.16,22.13,24.64,0,-1,-1,-1,-1,-4
2439,Rajasthan,Ajmer,Ajmer Rural,Saradhana,Bore wells,SGWB,,26.41545833,74.31234167,,,,,,35.4,24.4,36.62,28.07,37,26.7,27.85,24.1,8,,,,-11,-8.55,-10.3,-3.75,-8.40,34.22,25.82,30.02,0,-1,-1,-1,-1,-4
2440,Rajasthan,Ajmer,Ajmer Rural,Tabeeji (Rural),Bore wells,SGWB,,26.3248,74.42743333,,,,,,6.8,3.6,5.7,4.54,9.65,5.1,9.5,3.63,8,,,,-3.2,-1.16,-4.55,-5.87,-3.70,7.91,4.22,6.07,0,-1,-1,-1,-1,-4
2441,Rajasthan,Jaipur,Jalsu,Nangal Purohitan,Piezometers,SGWB,,27.07861111,75.78055556,,,,,,50.22,49.45,53.5,59.3,52.6,53.9,54.3,53.9,8,,,,-0.77,5.8,1.3,-0.4,1.48,52.66,54.14,53.40,0,-1,1,1,-1,0
2442,Rajasthan,Jaipur,Jalsu,Rajarampura,Piezometers,SGWB,,27.09241389,75.75373611,,,,,,43.3,42.8,43.75,44.2,44.85,48.9,52.9,51.3,8,,,,-0.5,0.45,4.05,-1.6,0.60,46.20,46.80,46.50,0,-1,1,1,-1,0
2443,Rajasthan,Jaipur,Jalsu,R.Kisanpura,Piezometers,SGWB,,27.07442778,75.57412778,,,,,,72.4,77.2,71.6,78.15,78,75.9,79.3,72.4,8,,,,4.8,6.55,-2.1,-6.9,0.59,75.33,75.91,75.62,0,1,1,-1,-1,0
2444,Rajasthan,Ajmer,Srinagar,Dilwari,Dug wells,SGWB,,26.32665556,74.79671111,,,,,,10.8,6.71,11.85,5.35,9.55,10,14.5,4.1,8,,,,-4.09,-6.5,0.45,-10.4,-5.14,11.68,6.54,9.11,0,-1,-1,1,-1,-2
2445,Rajasthan,Ajmer,Srinagar,Jharwasa,Dug wells,SGWB,,26.28486111,74.46542778,,,,,,19.2,13.57,20.07,15.1,16.35,16,16.2,2.57,8,,,,-5.63,-4.97,-0.35,-13.63,-6.15,17.96,11.81,14.88,0,-1,-1,-1,-1,-4
2446,Rajasthan,Ajmer,Srinagar,Kanpura,Dug wells,SGWB,,26.34229167,74.72420278,,,,,,3.45,1.3,3.85,2.75,6.5,4.1,7.1,3.9,8,,,,-2.15,-1.1,-2.4,-3.2,-2.21,5.23,3.01,4.12,0,-1,-1,-1,-1,-4
2447,Rajasthan,Ajmer,Srinagar,Khanpura,Dug wells,SGWB,,26.59522778,74.58993056,,,,,,10,2.9,3.14,3.85,8.6,3.1,7.2,6.65,8,,,,-7.1,0.71,-5.5,-0.55,-3.11,7.24,4.13,5.68,0,-1,1,-1,-1,-2
2448,Rajasthan,Ajmer,Srinagar,Loharwara,Dug wells,SGWB,,26.51069722,74.65008056,,,,,,17.8,3.8,11.1,4.8,16.9,11.9,21.6,2.2,8,,,,-14,-6.3,-5,-19.4,-11.18,16.85,5.68,11.26,0,-1,-1,-1,-1,-4
2449,Rajasthan,Ajmer,Srinagar,Nasirabad (Cb),Dug wells,SGWB,,26.30189444,74.73070556,,,,,,9,1.1,4.8,6.4,8.1,2.6,10.2,4.05,8,,,,-7.9,1.6,-5.5,-6.15,-4.49,8.03,3.54,5.78,0,-1,1,-1,-1,-2
2450,Rajasthan,Ajmer,Srinagar,Nasirabad (Cb),Piezometers,SGWB,,26.47886667,74.47131667,,,,,,6.7,3.8,6.3,4.5,6.1,5.6,6.45,3.3,8,,,,-2.9,-1.8,-0.5,-3.15,-2.09,6.39,4.30,5.34,0,-1,-1,-1,-1,-4
2451,Rajasthan,Ajmer,Srinagar,Ramsar,Dug wells,SGWB,,26.61927778,74.80948889,,,,,,4.55,1.82,2.95,2.75,4.8,3.5,4.85,1.35,8,,,,-2.73,-0.2,-1.3,-3.5,-1.93,4.29,2.36,3.32,0,-1,-1,-1,-1,-4
2452,Rajasthan,Ajmer,Srinagar,Morajhari,Dug wells,SGWB,,26.30831389,74.92681111,,,,,,21.55,8.5,8.75,7.1,15.1,18.7,17.1,12,8,,,,-13.05,-1.65,3.6,-5.1,-4.05,15.63,11.58,13.60,0,-1,-1,1,-1,-2
2453,Rajasthan,Ajmer,Srinagar,Samproda,Piezometers,SGWB,,26.28379722,74.88624444,,,,,,13.3,2.53,10.5,9.85,16.55,6.5,18.1,1.9,8,,,,-10.77,-0.65,-10.05,-16.2,-9.42,14.61,5.20,9.90,0,-1,-1,-1,-1,-4
2454,Rajasthan,Ajmer,Srinagar,Sanod,Dug wells,SGWB,,26.32635833,74.95959444,,,,,,16.4,4.65,10.1,8.4,13.1,8.9,12.95,5.3,8,,,,-11.75,-1.7,-4.2,-7.65,-6.33,13.14,6.81,9.98,0,-1,-1,-1,-1,-4
2455,Rajasthan,Ajmer,Srinagar,Srinagar,Dug wells,SGWB,,26.43236667,74.78024722,,,,,,20,11.5,19.9,14,21.1,14.9,22.2,18.1,8,,,,-8.5,-5.9,-6.2,-4.1,-6.18,20.80,14.63,17.71,0,-1,-1,-1,-1,-4
2456,Rajasthan,Ajmer,Srinagar,Tihari,Dug wells,SGWB,,26.42926389,74.78727222,,,,,,12.7,4.9,11,7.55,18.1,7.5,19.1,4.95,8,,,,-7.8,-3.45,-10.6,-14.15,-9.00,15.23,6.23,10.73,0,-1,-1,-1,-1,-4
2457,Rajasthan,Ajmer,Srinagar,Kurari,Dug wells,SGWB,,26.44034167,74.58280833,,,,,,9.2,8.73,9.1,8.45,11.15,9.3,12.1,5.2,8,,,,-0.47,-0.65,-1.85,-6.9,-2.47,10.39,7.92,9.15,0,-1,-1,-1,-1,-4
2458,Rajasthan,Ajmer,Srinagar,Nawab,Dug wells,SGWB,,26.60590278,74.70531111,,,,,,9.7,8.5,10.9,9.1,10.3,11.6,11.8,10.05,8,,,,-1.2,-1.8,1.3,-1.75,-0.86,10.68,9.81,10.24,0,-1,-1,1,-1,-2
2459,Uttar pradesh,Baghpat,Baghpat,H.M.Go.Hatti,Piezometers,SGWB,Danaura Silwarnagar,29.030556,77.331944,0,Unconfined Aquifer,,21.24,21.43,23.53,26.13,23.43,25.33,26.59,26.13,,,8,,,0.19,2.6,1.9,-0.46,,1.06,23.70,24.76,24.23,1,1,1,-1,0,2
2460,Uttar pradesh,Baghpat,Baghpat,,Piezometers,SGWB,Dm Office,28.984317,77.233444,0,Unconfined Aquifer,,5.6,9.15,9.85,9.65,10.3,10.05,10.95,10.25,,,8,,,3.55,-0.2,-0.25,-0.7,,0.60,9.18,9.78,9.48,1,-1,-1,-1,0,-2
2461,Uttar pradesh,Baghpat,Baghpat,,Piezometers,SGWB,Faizpur Ninana,29.029167,77.2025,0,Unconfined Aquifer,,13.2,12.15,11.9,12.6,13.7,14.52,14,13.3,,,8,,,-1.05,0.7,0.82,-0.7,,-0.06,13.20,13.14,13.17,-1,1,1,-1,0,0
2462,Uttar pradesh,Baghpat,Baghpat,,Piezometers,SGWB,Gadhi,29.0375,77.258333,0,Unconfined Aquifer,,10.55,8.45,11.9,9.6,12.25,10.6,13.4,10,,,8,,,-2.1,-2.3,-1.65,-3.4,,-2.36,12.03,9.66,10.84,-1,-1,-1,-1,0,-4
2463,Uttar pradesh,Baghpat,Baghpat,,Piezometers,SGWB,Khedki,29.038889,77.235278,0,Unconfined Aquifer,,10.75,10.24,11.94,11.74,12.04,12.49,13.26,1.64,,,8,,,-0.51,-0.2,0.45,-11.62,,-2.97,12.00,9.03,10.51,-1,-1,1,-1,0,-2
2464,Uttar pradesh,Baghpat,Baghpat,,Piezometers,SGWB,Meetli,28.963056,77.304167,0,Unconfined Aquifer,,16,15.4,18.95,17.65,19.35,18.4,20.15,18.9,,,8,,,-0.6,-1.3,-0.95,-1.25,,-1.03,18.61,17.59,18.10,-1,-1,-1,-1,0,-4
2465,Uttar pradesh,Baghpat,Baghpat,,Piezometers,SGWB,Sisana,28.962222,77.231944,0,Unconfined Aquifer,,14.8,14.75,16,14.75,16.75,16.2,17.25,16.5,,,8,,,-0.05,-1.25,-0.55,-0.75,,-0.65,16.20,15.55,15.88,-1,-1,-1,-1,0,-4
2466,Uttar pradesh,Baghpat,Baghpat,,Piezometers,SGWB,Sugar Mill,28.930837,77.242812,0,Unconfined Aquifer,,19.4,19.3,21.2,20.05,22.65,21.2,23.15,21.45,,,8,,,-0.1,-1.15,-1.45,-1.7,,-1.10,21.60,20.50,21.05,-1,-1,-1,-1,0,-4
2467,Uttar pradesh,Baghpat,Baghpat,,Piezometers,SGWB,Sujra,29.014167,77.27,0,Unconfined Aquifer,,9.65,7.55,10.3,7.05,10.9,8.95,11.55,7.65,,,8,,,-2.1,-3.25,-1.95,-3.9,,-2.80,10.60,7.80,9.20,-1,-1,-1,-1,0,-4
2468,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Baleni,28.955833,77.454167,0,Unconfined Aquifer,,9.05,9.45,10.35,10.4,11.4,10.6,12.1,10.6,,,8,,,0.4,0.05,-0.8,-1.5,,-0.46,10.73,10.26,10.49,1,1,-1,-1,0,0
2469,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Budh Sainy,28.995556,77.427222,0,Unconfined Aquifer,,22.95,23.25,27.35,26.85,31,28,29.35,28.4,,,8,,,0.3,-0.5,-3,-0.95,,-1.04,27.66,26.63,27.14,1,-1,-1,-1,0,-2
2470,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Chamrawal,28.875278,77.389167,0,Unconfined Aquifer,,17.2,17.1,18.45,19.6,20.2,20.3,20.5,29.7,,,8,,,-0.1,1.15,0.1,9.2,,2.59,19.09,21.68,20.38,-1,1,1,1,0,2
2471,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Datt Naga,28.920278,77.401667,0,Unconfined Aquifer,,23.53,23.58,25.93,28.08,27.78,29.32,29.08,27.9,,,8,,,0.05,2.15,1.54,-1.18,,0.64,26.58,27.22,26.90,1,1,1,-1,0,2
2472,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Daula  Pi,28.956667,77.335833,0,Unconfined Aquifer,,18.4,17.4,22.15,22.4,22.8,21.8,24.1,21.3,,,8,,,-1,0.25,-1,-2.8,,-1.14,21.86,20.73,21.29,-1,1,-1,-1,0,-2
2473,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Dhikoli,28.899722,77.3625,0,Unconfined Aquifer,,23.2,23.35,24.35,29.95,25.6,26.2,25.77,26.35,,,8,,,0.15,5.6,0.6,0.58,,1.73,24.73,26.46,25.60,1,1,1,1,0,4
2474,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Dolcha,28.935,77.453056,0,Unconfined Aquifer,,11.3,11.55,11.32,11.7,13.2,12.15,12.15,11.9,,,8,,,0.25,0.38,-1.05,-0.25,,-0.17,11.99,11.83,11.91,1,1,-1,-1,0,0
2475,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Khata Pre,28.913889,77.330556,0,Unconfined Aquifer,,21.65,21.6,22.35,23.8,24.68,25.25,25.4,25.9,,,8,,,-0.05,1.45,0.57,0.5,,0.62,23.52,24.14,23.83,-1,1,1,1,0,2
2476,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Mukari,28.9075,77.421667,0,Unconfined Aquifer,,12.65,13,13.9,14.3,15.1,13.4,15,14.25,,,8,,,0.35,0.4,-1.7,-0.75,,-0.43,14.16,13.74,13.95,1,1,-1,-1,0,0
2477,Uttar pradesh,Baghpat,Pilana,,Piezometers,SGWB,Pura Maha,28.996944,77.448611,0,Unconfined Aquifer,,16.49,16.09,18.34,14.54,20.54,16.64,17.04,18.09,,,8,,,-0.4,-3.8,-3.9,1.05,,-1.76,18.10,16.34,17.22,-1,-1,-1,1,0,-2
