Sl. No.,State,District,Block,Village,TYPE,SOURCE,Site_Name,Latitude,Longitude,Well Depth,Aquifier,Level Depth Ratio,Pre_2015,Pst_2015,Pre_2016,Pst_2016,Pre_2017,Pst_2017,Pre_2018,Pst_2018,Pre_2019,Pst_2019,Final Count,Pre Diff 19 15,Pst Diff 19 15,Diff 2015,Diff 2016,Diff 2017,Diff 2018,Diff 2019,Avg Diff,Avg Pre,Avg Post ,Avg Level,Sign Diff 15,Sign Diff 16,Sign Diff 17,Sign Diff 18,Sign Diff 19,Sum Signed Diff
2303,Rajasthan,Rajsamand,Rajsamand,Miyari Madri,Dug wells,SGWB,,25.15302104,73.81868333,14.5,,0.6748965517,9.82,10.15,12.45,8.44,10.45,9.6,10,10.12,12.03,4.8,10,2.21,-5.35,0.33,-4.01,-0.85,0.12,-7.23,-2.33,10.95,8.62,9.79,1,-1,-1,1,-1,-1
2304,Rajasthan,Rajsamand,Rajsamand,Mohi,Dug wells,SGWB,,25.03446115,73.95345556,16.2,,0.6471604938,15.32,12.5,13.54,9.58,11.35,8.5,10,7.7,10.05,6.3,10,-5.27,-6.2,-2.82,-3.96,-2.85,-2.3,-3.75,-3.14,12.05,8.92,10.48,-1,-1,-1,-1,-1,-5
2305,Rajasthan,Rajsamand,Rajsamand,Nathuwas,Dug wells,SGWB,,25.1229994,74.06061667,23,,0.6155652174,18.5,14.4,15.78,15.12,14.8,14.1,12,13.25,19.53,4.1,10,1.03,-10.3,-4.1,-0.66,-0.7,1.25,-15.43,-3.93,16.12,12.19,14.16,-1,-1,-1,1,-1,-3
2306,Rajasthan,Rajsamand,Rajsamand,Padasali,Dug wells,SGWB,,25.17812664,73.79553889,18.4,,0.5072826087,8.72,9.36,11.28,5.45,9.9,6.8,12,10.11,11.82,7.9,10,3.1,-1.46,0.64,-5.83,-3.1,-1.89,-3.92,-2.82,10.74,7.92,9.33,1,-1,-1,-1,-1,-3
2307,Rajasthan,Rajsamand,Rajsamand,Pasaoond,Dug wells,SGWB,,25.09885011,73.86085556,15.1,,0.4590728477,12.28,3.28,8.26,3.75,7.3,4.1,10.8,5.3,13.5,0.75,10,1.22,-2.53,-9,-4.51,-3.2,-5.5,-12.75,-6.99,10.43,3.44,6.93,-1,-1,-1,-1,-1,-5
2308,Rajasthan,Rajsamand,Rajsamand,Peeparda,Dug wells,SGWB,,25.01747641,73.85611111,20.1,,0.5741791045,18.94,10.45,18.46,4.02,11.9,6.6,11,12.13,18.78,3.13,10,-0.16,-7.32,-8.49,-14.44,-5.3,1.13,-15.65,-8.55,15.82,7.27,11.54,-1,-1,-1,1,-1,-3
2309,Rajasthan,Rajsamand,Rajsamand,Pharara,Dug wells,SGWB,,25.0219903,73.80443333,16.5,,0.8024242424,,,14.68,,,,,,,11.8,8,,,,,,,,#DIV/0!,14.68,11.80,13.24,0,0,0,0,0,0
2310,Rajasthan,Rajsamand,Rajsamand,Phiyawari,Dug wells,SGWB,,25.09894737,74.05938889,24.5,,0.6045306122,19.18,17.32,17.68,9.75,18.5,10.6,17,12.2,23.34,2.54,10,4.16,-14.78,-1.86,-7.93,-7.9,-4.8,-20.8,-8.66,19.14,10.48,14.81,-1,-1,-1,-1,-1,-5
2311,Rajasthan,Rajsamand,Rajsamand,Poothol,Dug wells,SGWB,,25.08013482,73.80129722,20,,0.3795,7.39,8,11.78,5,7.1,6.6,8,6.5,13.48,2.05,10,6.09,-5.95,0.61,-6.78,-0.5,-1.5,-11.43,-3.92,9.55,5.63,7.59,1,-1,-1,-1,-1,-3
2312,Rajasthan,Rajsamand,Rajsamand,Rajnagar,Dug wells,SGWB,,25.05612922,73.86317778,17.65,,0.315184136,10.72,4.85,9.38,2.55,4.6,3.7,7,4.24,6.67,1.92,10,-4.05,-2.93,-5.87,-6.83,-0.9,-2.76,-4.75,-4.22,7.67,3.45,5.56,-1,-1,-1,-1,-1,-5
2313,Rajasthan,Rajsamand,Rajsamand,Rajnagar,Piezometers,SGWB,,25.052632,73.8777,50,,0.1188,,7.41,9.59,4.61,6.27,5.6,5.3,,6.01,2.73,8,,-4.68,,-4.98,-0.67,,-3.28,-2.98,6.79,5.09,5.94,0,-1,-1,0,-1,-3
2314,Rajasthan,Rajsamand,Rajsamand,Rajyawas,Dug wells,SGWB,,25.01031667,73.97092778,12.85,,0.4590661479,6.98,5.06,8.12,2.28,8,4.6,10,3.15,9.4,1.4,10,2.42,-3.66,-1.92,-5.84,-3.4,-6.85,-8,-5.20,8.50,3.30,5.90,-1,-1,-1,-1,-1,-5
2315,Rajasthan,Rajsamand,Rajsamand,Sakroda,Dug wells,SGWB,,25.05584452,73.77839722,19.4,,0.4766494845,4.61,6,10.39,3.53,13.95,7.15,16,12.25,13.74,4.85,10,9.13,-1.15,1.39,-6.86,-6.8,-3.75,-8.89,-4.98,11.74,6.76,9.25,1,-1,-1,-1,-1,-3
2316,Rajasthan,Rajsamand,Rajsamand,Sapol,Dug wells,SGWB,,25.10707374,73.74695833,24.6,,0.4300406504,10.82,10.55,15.12,7.26,11.6,9.2,13,10.04,14.95,3.25,10,4.13,-7.3,-0.27,-7.86,-2.4,-2.96,-11.7,-5.04,13.10,8.06,10.58,-1,-1,-1,-1,-1,-5
2317,Rajasthan,Rajsamand,Rajsamand,Sathaana,Dug wells,SGWB,,24.7952511,73.97851389,28,,0.4086785714,17,10,17.7,5.23,12.65,7.2,13,8.1,18.2,5.35,10,1.2,-4.65,-7,-12.47,-5.45,-4.9,-12.85,-8.53,15.71,7.18,11.44,-1,-1,-1,-1,-1,-5
2318,Rajasthan,Alwar,Rajgarh,Baldeogarh,Piezometers,SGWB,,27.14241228,76.37083333,82,,0.07682926829,3.6,3.5,6.4,5.4,6.8,7.6,8.1,5.3,11.2,5.1,10,7.6,1.6,-0.1,-1,0.8,-2.8,-6.1,-1.84,7.22,5.38,6.30,-1,-1,1,-1,-1,-3
2319,Rajasthan,Alwar,Rajgarh,Barwa Doongri,Piezometers,SGWB,,27.10488304,76.35777778,93,,0.08924731183,,,7.7,6.4,8.8,8.6,8.9,8.2,12.1,5.7,8,,,,-1.3,-0.2,-0.7,-6.4,-2.15,9.38,7.23,8.30,0,-1,-1,-1,-1,-4
2320,Rajasthan,Alwar,Rajgarh,Beeghota,Piezometers,SGWB,,27.10182749,76.46638889,72,,0.3342013889,,,25.6,23.9,24,22.6,23.8,17.7,35.2,19.7,8,,,,-1.7,-1.4,-6.1,-15.5,-6.18,27.15,20.98,24.06,0,-1,-1,-1,-1,-4
2321,Rajasthan,Dhaulpur,Saipau,Taseemo ,Piezometers,SGWB,,26.62476551,77.775,47,,0.3231914894,14.7,13.8,15.1,15.2,14.9,14.8,18,15.2,16.8,13.4,10,2.1,-0.4,-0.9,0.1,-0.1,-2.8,-3.4,-1.42,15.90,14.48,15.19,-1,1,-1,-1,-1,-3
2322,Rajasthan,Kota,Sangod,Amrit Kuan,Piezometers,SGWB,,24.67299225,76.27914982,50,,0.2511,8.94,8.1,17.7,7.15,19.05,10.8,20.5,8.2,,,8,,,-0.84,-10.55,-8.25,-12.3,,-7.99,16.55,8.56,12.56,-1,-1,-1,-1,0,-4
2323,Rajasthan,Kota,Sangod,Awan,Piezometers,SGWB,,24.71243766,76.11052209,42.5,,0.3965490196,9.4,6.4,18.85,6.5,11.9,24.3,57.55,,14.9,1.88,9,5.5,-4.52,-3,-12.35,12.4,,-13.02,-3.99,22.52,9.77,16.85,-1,-1,1,0,-1,-2
2324,Rajasthan,Kota,Sangod,Bapawar Kalan,Piezometers,SGWB,,24.74073869,76.43044331,79,,0.1873037975,13.35,10.5,15.95,7.2,19.35,20.65,25.3,13.2,15.8,6.67,10,2.45,-3.83,-2.85,-8.75,1.3,-12.1,-9.13,-6.31,17.95,11.64,14.80,-1,-1,1,-1,-1,-3
2325,Rajasthan,Kota,Sangod,Basyaheri,Dug wells,SGWB,,24.6614711,76.14528796,14.2,,0.2784820031,5,1.4,3.2,2.5,9.63,3.2,,2,6.9,1.76,10,1.9,0.36,-3.6,-0.7,-6.43,,-5.14,-3.97,6.18,2.17,3.95,-1,-1,-1,0,-1,-4
2326,Rajasthan,Kota,Sangod,Boodhani,Dug wells,SGWB,,24.7474024,76.42676559,23,,0.5275362319,11.9,11.8,13.8,10.7,16.12,15.5,,11.7,14.1,3.58,10,2.2,-8.22,-0.1,-3.1,-0.62,,-10.52,-3.59,13.98,10.66,12.13,-1,-1,-1,0,-1,-4
2327,Rajasthan,Kota,Sangod,Borina Kalan,Piezometers,SGWB,,24.68907818,76.25299032,50,,0.3660444444,17.85,16.2,18.1,17.1,18.1,19.4,22.6,17.9,17.47,,9,-0.38,,-1.65,-1,1.3,-4.7,,-1.51,18.82,17.65,18.30,-1,-1,1,-1,0,-2
2328,Rajasthan,Kota,Sangod,Dara,Dug wells,SGWB,,24.65937832,76.00848334,22,,0.5166666667,20,2.8,17.6,2.7,16.94,10.8,17.2,,11,3.26,9,-9,0.46,-17.2,-14.9,-6.14,,-7.74,-11.50,16.55,4.89,11.37,-1,-1,-1,0,-1,-4
2329,Rajasthan,Kota,Sangod,Deoli,Dug wells,SGWB,,24.78847831,76.11362468,10,,0.528,,5.4,,5.1,,7.2,,6.25,,2.45,10,,-2.95,,,,,,#DIV/0!,#DIV/0!,5.28,5.28,0,0,0,0,0,0
2330,Rajasthan,Kota,Sangod,Dhoolet,Piezometers,SGWB,,24.64531178,76.20350892,60,,0.3648166667,22.8,14,25.3,15.9,22.76,42.35,29.8,14.1,21.6,10.28,10,-1.2,-3.72,-8.8,-9.4,19.59,-15.7,-11.32,-5.13,24.45,19.33,21.89,-1,-1,1,-1,-1,-3
2331,Rajasthan,Bhilwara,Shahpura,Phooliya Khurd,Dug wells,SGWB,,25.48374797,74.80741667,17,,0.4888235294,8.6,12.55,11.55,3.65,10.15,5,11.35,4.55,12.35,3.35,10,3.75,-9.2,3.95,-7.9,-5.15,-6.8,-9,-4.98,10.80,5.82,8.31,1,-1,-1,-1,-1,-3
2332,Rajasthan,Bhilwara,Shahpura,Khera Rajpura,Dug wells,SGWB,,25.46004595,74.80318056,15.45,,0.4686084142,7.1,6.1,9.4,3.1,8.7,6.2,11.2,8.7,10.1,1.8,10,3,-4.3,-1,-6.3,-2.5,-2.5,-8.3,-4.12,9.30,5.18,7.24,-1,-1,-1,-1,-1,-5
2333,Rajasthan,Bhilwara,Shahpura,Tahnal,Dug wells,SGWB,,25.54789887,74.85939722,13.4,,0.498880597,6.35,4.35,9.35,5.8,8.15,5.65,8.35,6.4,10.6,1.85,10,4.25,-2.5,-2,-3.55,-2.5,-1.95,-8.75,-3.75,8.56,4.81,6.69,-1,-1,-1,-1,-1,-5
2334,Rajasthan,Bhilwara,Shahpura,Taswariya Khurd,Dug wells,SGWB,,25.45641261,74.78993889,20.05,,0.4867830424,7.1,9.2,16.1,2.3,10.5,9.3,13.5,11.8,16.4,1.4,10,9.3,-7.8,2.1,-13.8,-1.2,-1.7,-15,-5.92,12.72,6.80,9.76,1,-1,-1,-1,-1,-3
2335,Rajasthan,Bhilwara,Shahpura,Barla (Arwar Ka),Dug wells,SGWB,,25.61406389,75.02234722,12.35,,0.4129554656,7.1,3.1,7,0.8,6.1,3.3,8.1,3.3,11.5,0.7,10,4.4,-2.4,-4,-6.2,-2.8,-4.8,-10.8,-5.72,7.96,2.24,5.10,-1,-1,-1,-1,-1,-5
2336,Rajasthan,Bhilwara,Shahpura,Dohariya,Dug wells,SGWB,,25.60338626,74.97416944,12.7,,0.4905511811,4.2,5.1,6.5,3.3,10.9,3.25,9.1,8.9,9.45,1.6,10,5.25,-3.5,0.9,-3.2,-7.65,-0.2,-7.85,-3.60,8.03,4.43,6.23,1,-1,-1,-1,-1,-3
2337,Rajasthan,Bhilwara,Shahpura,Rahar,Dug wells,SGWB,,25.56924294,74.99223333,13,,0.4603846154,8.7,3.2,11.6,1.9,9.85,2.4,9.4,2.1,10.2,0.5,10,1.5,-2.7,-5.5,-9.7,-7.45,-7.3,-9.7,-7.93,9.95,2.02,5.99,-1,-1,-1,-1,-1,-5
2338,Rajasthan,Bhilwara,Shahpura,Shahpura,Dug wells,SGWB,,25.5174524,74.92429444,14.35,,0.4473867596,6,4.75,7.75,6.2,6.35,6.4,10.4,6.75,7.8,1.8,10,1.8,-2.95,-1.25,-1.55,0.05,-3.65,-6,-2.48,7.66,5.18,6.42,-1,-1,1,-1,-1,-3
2339,Rajasthan,Bhilwara,Shahpura,Taswariya Bansa,Dug wells,SGWB,,25.62870218,74.98000556,18.15,,0.4190082645,10.35,3.65,11.55,1.65,11.35,3.45,12.55,7.1,13.35,1.05,10,3,-2.6,-6.7,-9.9,-7.9,-5.45,-12.3,-8.45,11.83,3.38,7.61,-1,-1,-1,-1,-1,-5
2340,Rajasthan,Bhilwara,Shahpura,Dhanop,Dug wells,SGWB,,25.69527252,74.909375,15.1,,0.4817880795,5.9,6,11.6,7.05,6.7,7,11.6,5,11.2,0.7,10,5.3,-5.3,0.1,-4.55,0.3,-6.6,-10.5,-4.25,9.40,5.15,7.28,1,-1,1,-1,-1,-1
2341,Rajasthan,Bhilwara,Shahpura,Khamor,Dug wells,SGWB,,25.60964977,74.80138056,13.4,,0.5093283582,8.9,8,10.1,2.7,5.3,5.2,7.85,7.7,9.7,2.8,10,0.8,-5.2,-0.9,-7.4,-0.1,-0.15,-6.9,-3.09,8.37,5.28,6.83,-1,-1,-1,-1,-1,-5
2342,Rajasthan,Bhilwara,Shahpura,Kothiya,Dug wells,SGWB,,25.70773604,74.76740556,16.05,,0.644167532,14.15,13.55,,3.15,11.5,12.45,12.25,10.8,12.8,2.4,10,-1.35,-11.15,-0.6,,0.95,-1.45,-10.4,-2.88,12.68,8.47,10.34,-1,0,1,-1,-1,-2
2343,Rajasthan,Bhilwara,Shahpura,Naiarwar,Dug wells,SGWB,,25.67771216,74.82629722,15.9,,0.5691823899,6,6.2,14.5,8.55,7.8,7.2,14.6,8.05,14.7,2.9,10,8.7,-3.3,0.2,-5.95,-0.6,-6.55,-11.8,-4.94,11.52,6.58,9.05,1,-1,-1,-1,-1,-3
2344,Rajasthan,Bhilwara,Shahpura,Phooliya Kalan,Dug wells,SGWB,,25.6651292,74.96086667,13,,0.5388461538,7.8,7.4,8.8,6.2,8.1,6.15,8.3,4.6,11.8,0.9,10,4,-6.5,-0.4,-2.6,-1.95,-3.7,-10.9,-3.91,8.96,5.05,7.01,-1,-1,-1,-1,-1,-5
2345,Rajasthan,Bhilwara,Shahpura,Phooliya Kalan,Piezometers,SGWB,,25.65918754,74.96323056,60,,0.08018518519,5.5,4.2,5.8,4.6,6.5,5,8,2.5,,1.2,9,,-3,-1.3,-1.2,-1.5,-5.5,,-2.38,6.45,3.50,4.81,-1,-1,-1,-1,0,-4
2346,Rajasthan,Bhilwara,Shahpura,Sangariya,Dug wells,SGWB,,25.69018919,74.86950278,21.6,,0.7020833333,17.1,17,18.2,19.15,18,13.1,17.8,14.1,13.3,3.9,10,-3.8,-13.1,-0.1,0.95,-4.9,-3.7,-9.4,-3.43,16.88,13.45,15.17,-1,1,-1,-1,-1,-3
2347,Rajasthan,Bhilwara,Shahpura,Kanechan Kalan,Dug wells,SGWB,,25.7556,74.9056,,,,,,7.73,4.15,6.76,0.12,6.7,5.7,7.35,2.47,8,,,,-3.58,-6.64,-1,-4.88,-4.03,7.14,3.11,5.12,0,-1,-1,-1,-1,-4
2348,Rajasthan,Bhilwara,Shahpura,Taswaria Khurd,Dug wells,SGWB,,25.5611,74.8,,,,,,14.55,11.85,11.8,4.37,14.65,11.25,17.85,4.6,8,,,,-2.7,-7.43,-3.4,-13.25,-6.70,14.71,8.02,11.37,0,-1,-1,-1,-1,-4
2349,Rajasthan,Bhilwara,Shahpura,Sopura,Dug wells,SGWB,,25.6042,74.9,,,,,,10.26,8.35,5.86,4.41,9.28,5.48,7.88,2.03,8,,,,-1.91,-1.45,-3.8,-5.85,-3.25,8.32,5.07,6.69,0,-1,-1,-1,-1,-4
2350,Rajasthan,Jaisalmer,Jaisalmer,Chod,Dug wells,SGWB,,26.74805556,71.15583333,155,,0.778516129,,,125.1,125.1,,,,126.2,113.69,113.26,8,,,,0,,,-0.43,-0.21,119.40,121.52,120.67,0,0,0,0,-1,-1
2351,Rajasthan,Jaisalmer,Jaisalmer,Sagana,Piezometers,SGWB,,26.78791667,71.11734722,80,,0.846421875,,,67.96,67.58,66.95,69.25,66.6,66.87,68.25,68.25,8,,,,-0.38,2.3,0.27,0,0.55,67.44,67.99,67.71,0,-1,1,1,0,1
2352,Rajasthan,Jaisalmer,Jaisalmer,Dedha,Piezometers,SGWB,,26.821575,70.71245556,35.4,,0.4258474576,,,21.62,15.72,13.52,12.25,11.4,13.1,13.36,19.63,8,,,,-5.9,-1.27,1.7,6.27,0.20,14.98,15.18,15.08,0,-1,-1,1,1,0
2353,Rajasthan,Jaisalmer,Jaisalmer,Khabha,Dug wells,SGWB,,26.81452778,70.70498889,230,,0.1150054348,,,19.33,20.98,34.03,33.55,34.4,35,16.96,17.36,8,,,,1.65,-0.48,0.6,0.4,0.54,26.18,26.72,26.45,0,1,-1,1,1,2
2354,Rajasthan,Rajsamand,Rajsamand,Mokampura,Dug wells,SGWB,,25.1308,73.85,,,,,,15.59,3.53,4.73,2.49,10.29,10.74,10.74,5.09,8,,,,-12.06,-2.24,0.45,-5.65,-4.88,10.34,5.46,7.90,0,-1,-1,1,-1,-2
2355,Rajasthan,Rajsamand,Rajsamand,Rajsamand,Dug wells,SGWB,,25.0667,73.8833,,,,,,18.48,3.61,4.26,1.51,4.05,4.87,4.27,5.97,8,,,,-14.87,-2.75,0.82,1.7,-3.78,7.77,3.99,5.88,0,-1,-1,1,1,0
2356,Rajasthan,Hanumangarh,Sangaria,Bolanwali,Dug wells,SGWB,,29.83321667,74.41615556,35,,0.4420285714,15.8,15.8,15.74,15.46,15.35,15.43,15.53,15.26,15.24,15.1,10,-0.56,-0.7,0,-0.28,0.08,-0.27,-0.14,-0.12,15.53,15.41,15.47,0,-1,1,-1,-1,-2
2357,Rajasthan,Hanumangarh,Sangaria,Haripura,Dug wells,SGWB,,29.92366389,74.47923333,30,,0.2092592593,6.44,6.42,,6.1,5.96,6.03,6.18,6.43,6.23,6.71,9,-0.21,0.29,-0.02,,0.07,0.25,0.48,0.20,6.20,6.34,6.28,-1,0,1,1,1,2
2358,Rajasthan,Hanumangarh,Sangaria,Kishanpura N,Dug wells,SGWB,,29.88997778,74.29161667,40.4,,0.4781435644,19.8,19.23,19.63,19.47,19.4,19.22,19.37,19.2,19.23,18.62,10,-0.57,-0.61,-0.57,-0.16,-0.18,-0.17,-0.61,-0.34,19.49,19.15,19.32,-1,-1,-1,-1,-1,-5
2359,Rajasthan,Hanumangarh,Sangaria,Manaksar,Dug wells,SGWB,,29.66327778,74.39008611,18.25,,0.9069710807,16.78,16.75,,16.69,16.57,16.37,16.53,16.32,16.35,16.61,9,-0.43,-0.14,-0.03,,-0.2,-0.21,0.26,-0.05,16.56,16.55,16.55,-1,0,-1,-1,1,-2
2360,Rajasthan,Hanumangarh,Sangaria,Nagrana,Dug wells,SGWB,,29.69549722,74.43042778,42.1,,0.3510926366,13.73,14.84,14.2,14.39,14.7,14.35,14.99,15.48,15.62,15.51,10,1.89,0.67,1.11,0.19,-0.35,0.49,-0.11,0.27,14.65,14.91,14.78,1,1,-1,1,-1,1
2361,Rajasthan,Hanumangarh,Tibbi,Masitawali,Dug wells,SGWB,,29.43718333,74.50567778,15,,0.1194666667,1.82,1.98,1.76,1.66,1.54,1.35,2.13,1.94,2.17,1.57,10,0.35,-0.41,0.16,-0.1,-0.19,-0.19,-0.6,-0.18,1.88,1.70,1.79,1,-1,-1,-1,-1,-3
2362,Rajasthan,Hanumangarh,Tibbi,Naurangdesar,Piezometers,SGWB,,29.39885556,74.36998889,50,,0.07206,2.49,2.4,3.18,3.12,3.46,3.22,4.2,4.84,4.21,4.91,10,1.72,2.51,-0.09,-0.06,-0.24,0.64,0.7,0.19,3.51,3.70,3.60,-1,-1,-1,1,1,-1
2363,Rajasthan,Jaisalmer,Mohangarh,Joshia,Piezometers,SGWB,,27.07256389,70.91579444,,,,10.24,10.22,10.24,10.22,10.85,8.8,9.33,8.86,8.59,8.6,10,-1.65,-1.62,-0.02,-0.02,-2.05,-0.47,0.01,-0.51,9.85,9.34,9.60,-1,-1,-1,-1,1,-3
2364,Rajasthan,Jaisalmer,Mohangarh,Tadana,Dug wells,SGWB,,27.37472222,71.624325,,,,10.87,9.36,10.87,9.36,11.65,14.9,15.35,16.2,15.29,17.3,10,4.42,7.94,-1.51,-1.51,3.25,0.85,2.01,0.62,12.81,13.42,13.12,-1,-1,1,1,1,1
2365,Rajasthan,Jaisalmer,Mohangarh,Deega,Piezometers,SGWB,,27.41096944,71.00271111,,,,1.66,1.36,1.66,1.36,2.93,1.22,1.98,2.56,1.69,2.11,10,0.03,0.75,-0.3,-0.3,-1.71,0.58,0.42,-0.26,1.98,1.72,1.85,-1,-1,-1,1,1,-1
2366,Rajasthan,Jaisalmer,Mohangarh,Mandau,Piezometers,SGWB,,27.06638889,71.02583333,,,,14.2,14.11,14.2,14.11,14.77,10.25,10.13,10.65,11.35,10.4,10,-2.85,-3.71,-0.09,-0.09,-4.52,0.52,-0.95,-1.03,12.93,11.90,12.42,-1,-1,-1,1,-1,-3
2367,Rajasthan,Jaisalmer,Mohangarh,Sultana,Piezometers,SGWB,,27.38322222,70.85376111,,,,42.85,49.13,42.85,49.13,48.05,48.26,49.35,49.4,49.65,49.88,10,6.8,0.75,6.28,6.28,0.21,0.05,0.23,2.61,46.55,49.16,47.86,1,1,1,1,1,5
2368,Rajasthan,Jaisalmer,Mohangarh,O-Head I.G.N.P.,Piezometers,SGWB,,27.30633056,71.15353611,,,,8.55,7.88,8.55,7.88,11.45,8.25,8.3,11.7,13.09,10.66,10,4.54,2.78,-0.67,-0.67,-3.2,3.4,-2.43,-0.71,9.99,9.27,9.63,-1,-1,-1,1,-1,-3
2369,Rajasthan,Jaisalmer,Mohangarh,Pithewala,Piezometers,SGWB,,27.59268333,70.90760833,,,,43.58,42.3,43.58,42.3,47.51,43.7,43.5,42.15,50.96,50.22,10,7.38,7.92,-1.28,-1.28,-3.81,-1.35,-0.74,-1.69,45.83,44.13,44.98,-1,-1,-1,-1,-1,-5
2370,Rajasthan,Jaisalmer,Mohangarh,Boha,Dug wells,SGWB,,27.25646111,70.96144722,,,,49.69,49.63,49.69,49.63,49.75,50.25,49.25,58.55,57.69,57.62,10,8,7.99,-0.06,-0.06,0.5,9.3,-0.07,1.92,51.21,53.14,52.18,-1,-1,1,1,-1,-1
2371,Rajasthan,Jaisalmer,Mohangarh,Chaudhariya,Piezometers,SGWB,,27.09327778,70.92455278,,,,37.72,25.32,37.72,25.32,36.85,35.96,36.98,36.56,36.58,36.66,10,-1.14,11.34,-12.4,-12.4,-0.89,-0.42,0.08,-5.21,37.17,31.96,34.57,-1,-1,-1,-1,1,-3
2372,Rajasthan,Jaisalmer,Mohangarh,Chaudhariya,Dug wells,SGWB,,27.11425,70.92106944,,,,35.22,35.66,35.22,35.66,35.98,35.62,34.95,34.62,39.25,39.36,10,4.03,3.7,0.44,0.44,-0.36,-0.33,0.11,0.06,36.12,36.18,36.15,1,1,-1,-1,1,1
2373,Rajasthan,Jaisalmer,Mohangarh,Dewa,Piezometers,SGWB,,27.18691389,70.99765278,,,,30.5,31.34,30.5,31.34,29.6,29.63,29.22,29.6,29.66,29.85,10,-0.84,-1.49,0.84,0.84,0.03,0.38,0.19,0.46,29.90,30.35,30.12,1,1,1,1,1,5
2374,Rajasthan,Jaisalmer,Mohangarh,Kathodi,Dug wells,SGWB,,27.11988889,70.90217778,,,,38.85,39,38.85,39,40,40.02,42.6,42.87,41.05,41.55,10,2.2,2.55,0.15,0.15,0.02,0.27,0.5,0.22,40.27,40.49,40.38,1,1,1,1,1,5
2375,Rajasthan,Jaisalmer,Nachana,Ajasar,Piezometers,SGWB,,27.4425,71.70888889,,,,52.91,49.1,54.1,54.72,54.05,53.75,56.8,55.6,54.2,60.4,10,1.29,11.3,-3.81,0.62,-0.3,-1.2,6.2,0.30,54.41,54.71,54.56,-1,1,-1,-1,1,-1
2376,Rajasthan,Jaisalmer,Nachana,Tota,Piezometers,SGWB,,27.24736944,71.75041389,,,,78.25,78.98,68.9,68.5,71.95,69.6,72.18,74.8,72,70.6,10,-6.25,-8.38,0.73,-0.4,-2.35,2.62,-1.4,-0.16,72.66,72.50,72.58,1,-1,-1,1,-1,-1
2377,Rajasthan,Jaisalmer,Nachana,Askandra,Piezometers,SGWB,,27.36575,71.74348056,,,,36.39,39.44,39.74,38.48,37.96,33.64,38.49,38.15,38.7,38.8,10,2.31,-0.64,3.05,-1.26,-4.32,-0.34,0.1,-0.55,38.26,37.70,37.98,1,-1,-1,-1,1,-1
2378,Rajasthan,Jaisalmer,Nachana,Satyaya,Dug wells,SGWB,,27.42003333,71.65894722,,,,17.6,16.22,18.45,13.9,17.85,18.1,21.8,22.12,19,19.05,10,1.4,2.83,-1.38,-4.55,0.25,0.32,0.05,-1.06,18.94,17.88,18.41,-1,-1,1,1,1,1
2379,Rajasthan,Jaisalmer,Nachana,Satyaya*,Piezometers,SGWB,,27.42003333,71.65894722,,,,,22.35,15.87,14.98,14.95,13.54,14.22,18.45,18.58,19.36,9,,-2.99,,-0.89,-1.41,4.23,0.78,0.68,15.91,17.74,16.92,0,-1,-1,1,1,0
2380,Rajasthan,Jaisalmer,Nachana,Away,Dug wells,SGWB,,27.5161,71.83201667,,,,6.55,5.22,3.88,2.85,1.69,1.85,1.69,2.1,12.8,13.7,10,6.25,8.48,-1.33,-1.03,0.16,0.41,0.9,-0.18,5.32,5.14,5.23,-1,-1,1,1,1,1
2381,Rajasthan,Jaisalmer,Nachana,Nachna,Dug wells,SGWB,,27.50820833,71.7232,,,,8.8,7.88,5.88,4.25,6.55,4.58,4.7,5.16,6.98,5.85,10,-1.82,-2.03,-0.92,-1.63,-1.97,0.46,-1.13,-1.04,6.58,5.54,6.06,-1,-1,-1,1,-1,-3
2382,Rajasthan,Jaisalmer,Nachana,Nachna,Piezometers,SGWB,,27.51613333,71.72318333,,,,2.1,2.2,0.6,1.22,2.63,1.4,1.42,3.25,3.25,4.1,10,1.15,1.9,0.1,0.62,-1.23,1.83,0.85,0.43,2.00,2.43,2.22,1,1,-1,1,1,3
2383,Rajasthan,Jaisalmer,Nachana,Sakariya,Dug wells,SGWB,,27.48741667,71.689275,,,,5.55,4.33,3.87,2.45,2.85,1.96,1.67,1.78,2.58,3.66,10,-2.97,-0.67,-1.22,-1.42,-0.89,0.11,1.08,-0.47,3.30,2.84,3.07,-1,-1,-1,1,1,-1
2384,Rajasthan,Jaisalmer,Nachana,Sakariya,Dug wells,SGWB,,27.48741667,71.68932778,,,,5.22,4.88,5.81,5.26,6.33,1.67,2.92,3.16,4.26,4.55,10,-0.96,-0.33,-0.34,-0.55,-4.66,0.24,0.29,-1.00,4.91,3.90,4.41,-1,-1,-1,1,1,-1
2385,Rajasthan,Jaisalmer,Nachana,Ghantiyali,Piezometers,SGWB,,27.44027778,71.08611111,,,,,,19,20.28,16.3,15.7,16.2,16.65,16.8,15.91,8,,,,1.28,-0.6,0.45,-0.89,0.06,17.08,17.14,17.11,0,1,-1,1,-1,0
2386,Rajasthan,Dausa,Baijupada,BADYALKALAN ,Piezometers,SGWB,,27.04527778,76.56194444,,,,31.6,33.1,34.65,30.9,34.8,35,35.1,35.83,37.2,34.9,10,5.6,1.8,1.5,-3.75,0.2,0.73,-2.3,-0.72,34.67,33.95,34.31,1,-1,1,1,-1,1
